已清项目/未清项目符号,总账科目,总账科目长文本,冲销科目记帐,凭证类型,凭证编号,物料,行项目,过账日期,凭证日期,借/贷标识,过账码,业务范围,业务部门描述,本币金额,本币,以凭证货币计的金额,凭证货币,税码,业务地点,文本,客户,供应商,贸易伙伴名,税号 2,成本中心,名称,订单,分配,参考代码 1,参考代码 2,参考码3,清帐日期,清帐凭证,冲销科目类型
,21051109,其他应付款_一般,8000262,K1,3400002533,,1,2025/11/18,2025/11/14,H,31,1000,fashion common,"-500,000.00",CNY,"-500,000.00",CNY,,8000,单号： DGFK-202511140151——客户保证金退款,,8000262,合肥市新锦汇网络信息科技有限公司,,,,,D061,,,,,,
,,,,,,,,,,,,,,"-500,000.00",CNY,,,,,,,,合肥市新锦汇网络信息科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002855,,1,2025/12/26,2025/12/22,H,31,1000,fashion common,"-3,334.00",CNY,"-3,334.00",CNY,V4,8000,单号： DGFK-202512220224——河南金安芯-11月微商城销售分佣,,8000028,河南金安芯商贸有限公司,,,,,D002,,,,2026/1/9,7000000010,
,,,,,,,,,,,,,,"-3,334.00",CNY,,,,,,,,河南金安芯商贸有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002882,,1,2025/12/29,2025/12/24,H,31,1000,fashion common,"-5,743.86",CNY,"-5,743.86",CNY,V4,8000,单号： DGFK-202512240255——DX Q4 店铺音乐结算,,8100349,厚方信息科技（上海）有限公司,,,,,V0404,,,,,,
,,,,,,,,,,,,,,"-5,743.86",CNY,,,,,,,,厚方信息科技（上海）有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002553,,1,2025/11/19,2025/11/18,H,31,1000,fashion common,-904.00,CNY,-904.00,CNY,V1,8000,单号： DGFK-202511180195——增补_25年10月_决算,,8100325,江西魅艺展示道具有限公司,,,,,V0381,,,,,,
,21051109,其他应付款_一般,8100325,K1,3400002860,,1,2025/12/26,2025/12/5,H,31,1000,fashion common,"-283,291.00",CNY,"-283,291.00",CNY,,8000,单号： DGFK-202512050063——DX_38F SHOW ROOM_装修决算【江西魅艺】,,8100325,江西魅艺展示道具有限公司,,,,,V0381,,,,,,
,,,,,,,,,,,,,,"-284,195.00",CNY,,,,,,,,江西魅艺展示道具有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,8100645,K1,3400002707,,1,2025/11/28,2025/11/24,H,31,1000,fashion common,"-34,664.23",CNY,"-34,664.23",CNY,,8000,单号： DGFK-202511240249——2025年10月国际物流运输费 - PANTOS,,8100645,乐尔幸泛通世物流（上海）有限公司,,,,,V0707,,,,,,
,21051109,其他应付款_一般,8100645,K1,3400002944,,1,2025/12/30,2025/12/23,H,31,1000,fashion common,-628.11,CNY,-628.11,CNY,,8000,单号： DGFK-202512230240——2025年11月国际物流运输费 - PANTOS,,8100645,乐尔幸泛通世物流（上海）有限公司,,,,,V0707,,,,,,
,,,,,,,,,,,,,,"-35,292.34",CNY,,,,,,,,乐尔幸泛通世物流（上海）有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002911,,1,2025/12/29,2025/12/22,H,31,1000,fashion common,"-1,130.00",CNY,"-1,130.00",CNY,V4,8000,单号： DGFK-202512220222——南宁菲诺-11月微商城销售分佣,,8000270,南宁市菲诺电子科技有限公司,,,,,D063,,,,2026/1/9,7000000014,
,,,,,,,,,,,,,,"-1,130.00",CNY,,,,,,,,南宁市菲诺电子科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002784,,1,2025/12/15,2025/12/8,H,31,1000,fashion common,"-8,296.00",CNY,"-8,296.00",CNY,V8,8000,单号： DGFK-202512090096——MLB-宁波杉杉8-11月保洁（前期合同流程未走完）,,8100818,宁波田田保洁服务有限公司,,,,,V0879,,,,,,
,,,,,,,,,,,,,,"-8,296.00",CNY,,,,,,,,宁波田田保洁服务有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002958,,1,2025/12/31,2025/12/5,H,31,1000,fashion common,"-14,987.00",CNY,"-14,987.00",CNY,V1,8000,单号： DGFK-202512050060——Dear all: 申请部门：KIDS VMD 申请内,,8100073,沛淇广告（上海）有限公司,,,,,CU0358,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002967,,1,2025/12/31,2025/12/19,H,31,1000,fashion common,"-8,478.39",CNY,"-8,478.39",CNY,V1,8000,单号： DGFK-202512190191——Dear all: 申请部门：KIDS VMD 申请内,,8100073,沛淇广告（上海）有限公司,,,,,CU0358,,,,,,
,,,,,,,,,,,,,,"-23,465.39",CNY,,,,,,,,沛淇广告（上海）有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002859,,1,2025/12/26,2025/12/22,H,31,1000,fashion common,"-1,015.00",CNY,"-1,015.00",CNY,V4,8000,单号： DGFK-202512220227——厦门百轮-11月微商城销售分佣,,8000004,厦门百轮服饰有限公司,,,,,D028,,,,2026/1/9,7000000004,
,,,,,,,,,,,,,,"-1,015.00",CNY,,,,,,,,厦门百轮服饰有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002895,,1,2025/12/29,2025/12/15,H,31,1000,fashion common,"-10,000.00",CNY,"-10,000.00",CNY,V4,8000,单号： DGFK-202512170177——本次付款为MLB电气检测下半年服务费。报告已出。,,8100397,上海贝鋆安全技术服务有限公司,,,,,V0455,,,,,,
,,,,,,,,,,,,,,"-10,000.00",CNY,,,,,,,,上海贝鋆安全技术服务有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002928,,1,2025/12/29,2025/12/9,H,31,1000,fashion common,"-700,000.00",CNY,"-700,000.00",CNY,V4,8000,单号： DGFK-202512090097——DISCOVERY 25SS 品牌大使合作费用，最后一,,8100712,上海不另外加糖文化传媒有限公司,,,,,V0781,,,,,,
,,,,,,,,,,,,,,"-700,000.00",CNY,,,,,,,,上海不另外加糖文化传媒有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002889,,1,2025/12/29,2025/12/11,H,31,1000,fashion common,"-192,390.00",CNY,"-192,390.00",CNY,V4,8000,单号： DGFK-202512110119——DX winter campaign 艺人小红书发布，,,8100717,上海触加网络科技有限公司,,,,,V0791,,,,,,
,,,,,,,,,,,,,,"-192,390.00",CNY,,,,,,,,上海触加网络科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170111,K1,3400002909,,1,2025/12/29,2025/12/8,H,31,1000,fashion common,"-89,939.00",CNY,"-89,939.00",CNY,V4,8000,单号： DGFK-202512100110——现申请Y25 MLB天猫店播11月服务费，费用均在预算,,8100407,上海传释广告有限公司,,,,,V0461,,,,,,
,,,,,,,,,,,,,,"-89,939.00",CNY,,,,,,,,上海传释广告有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,8100513,K1,3400002847,,1,2025/12/26,2025/12/5,H,31,1000,fashion common,"-21,696.00",CNY,"-21,696.00",CNY,,8000,单号： DGFK-202512050064——DX_38F SHOW ROOM_装修决算单【上海方为,,8100513,上海方为环境工程有限公司,,,,,V0582,,,,,,
,,,,,,,,,,,,,,"-21,696.00",CNY,,,,,,,,上海方为环境工程有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002897,,1,2025/12/29,2025/12/11,H,31,1000,fashion common,"-210,432.00",CNY,"-210,432.00",CNY,V4,8000,单号： DGFK-202512110125——2025年11月 MLB & MLB KIDS pai,,8100159,上海乾彤电子商务有限公司,,,,,CU0516,,,,,,
,,,,,,,,,,,,,,"-210,432.00",CNY,,,,,,,,上海乾彤电子商务有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002715,,1,2025/12/4,2025/12/3,H,31,1000,fashion common,"-32,000.00",CNY,"-32,000.00",CNY,V4,8000,单号： DGFK-202512030040——应DCS业务要求，与Discovery现有TP古星签署,,8100672,上海古星电子商务有限公司,,,,,V0732,,,,,,
,,,,,,,,,,,,,,"-32,000.00",CNY,,,,,,,,上海古星电子商务有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170113,K1,3400002919,,1,2025/12/29,2025/12/2,H,31,1000,fashion common,"-13,000.00",CNY,"-13,000.00",CNY,V4,8000,单号： DGFK-202512020030——上海万象城一楼中庭灯箱画面更换合同  更换时间：  第,,8100699,上海海馨图文制作有限公司,,,,,V0771,,,,,,
,,,,,,,,,,,,,,"-13,000.00",CNY,,,,,,,,上海海馨图文制作有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002569,,1,2025/11/20,2025/11/18,H,31,1000,fashion common,"-6,441.00",CNY,"-6,441.00",CNY,V1,8000,单号： DGFK-202511180193——维修_2025年10月_决算,,8100065,上海涵锡照明科技有限公司,,,,,PL006,,,,,,
,,,,,,,,,,,,,,"-6,441.00",CNY,,,,,,,,上海涵锡照明科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002604,,1,2025/11/24,2025/11/20,H,31,1000,fashion common,"-12,597.04",CNY,"-12,597.04",CNY,V4,8000,单号： DGFK-202511200216——执行公司：上海汉郅广告有限公司  项目：上海世纪汇DP,,8100772,上海汉郅广告有限公司,,,,,V0833,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002922,,1,2025/12/29,2025/12/1,H,31,1000,fashion common,"-19,893.66",CNY,"-19,893.66",CNY,V4,8000,单号： DGFK-202512010016——时间：9月19日-10月3日  供应商：上海汉郅广告有,,8100772,上海汉郅广告有限公司,,,,,V0833,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002923,,1,2025/12/29,2025/12/4,H,31,1000,fashion common,"-89,920.00",CNY,"-89,920.00",CNY,V4,8000,单号： DGFK-202512040057——DX 2025 Q3 Resize Fee,,8100772,上海汉郅广告有限公司,,,,,V0833,,,,,,
,,,,,,,,,,,,,,"-122,410.70",CNY,,,,,,,,上海汉郅广告有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008197,,9,2025/11/30,2025/11/30,H,31,1000,fashion common,"-79,824.36",CNY,"-79,824.36",CNY,,8000,3400002653好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,8,2025/12/31,2025/12/31,H,31,1000,fashion common,"-18,071.83",CNY,"-18,071.83",CNY,,8000,3400002879好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,9,2025/12/31,2025/12/31,H,31,1000,fashion common,"-29,044.00",CNY,"-29,044.00",CNY,,8000,3400002917好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,10,2025/12/31,2025/12/31,H,31,1000,fashion common,"-28,415.42",CNY,"-28,415.42",CNY,,8000,3400002925好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,11,2025/12/31,2025/12/31,H,31,1000,fashion common,"-363,184.60",CNY,"-363,184.60",CNY,,8000,3400002936好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,12,2025/12/31,2025/12/31,H,31,1000,fashion common,"-570,750.20",CNY,"-570,750.20",CNY,,8000,3400002937好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,13,2025/12/31,2025/12/31,H,31,1000,fashion common,"-3,962.07",CNY,"-3,962.07",CNY,,8000,3400002938好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,21051109,其他应付款_一般,8000104,SA,1100008982,,14,2025/12/31,2025/12/31,H,31,1000,fashion common,"-78,183.48",CNY,"-78,183.48",CNY,,8000,3400002966好瞬应付转其他应付,,8000104,上海好瞬文化传媒有限公司,,,,,CN972,,,,,,
,,,,,,,,,,,,,,"-1,171,435.96",CNY,,,,,,,,上海好瞬文化传媒有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002557,,1,2025/11/19,2025/11/18,H,31,1000,fashion common,-791.00,CNY,-791.00,CNY,V1,8000,单号： DGFK-202511180192——维修_2025年10月_决算,,8100026,上海灏威环境科技有限公司,,,,,CU0550,,,,,,
,21051109,其他应付款_一般,8100026,K1,3400002846,,1,2025/12/26,2025/12/5,H,31,1000,fashion common,"-57,743.00",CNY,"-57,743.00",CNY,,8000,单号： DGFK-202512050065——DX_38F SHOW ROOM_装修决算单【上海灏威,,8100026,上海灏威环境科技有限公司,,,,,CU0550,,,,,,
,,,,,,,,,,,,,,"-58,534.00",CNY,,,,,,,,上海灏威环境科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002952,,1,2025/12/31,2025/12/26,H,31,1000,fashion common,"-15,602.38",CNY,"-15,602.38",CNY,V1,8000,单号： DGFK-202512260275——Dear all，  以上是2025年MLB直营店第一,,8100510,上海泓邑文化传播有限公司,,,,,V0579,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002956,,1,2025/12/31,2025/12/17,H,31,1000,fashion common,"-3,163.00",CNY,"-3,163.00",CNY,V1,8000,单号： DGFK-202512180184——Dear all，  以上是2025年MLB直营店第四,,8100510,上海泓邑文化传播有限公司,,,,,V0579,,,,,,
,,,,,,,,,,,,,,"-18,765.38",CNY,,,,,,,,上海泓邑文化传播有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210135,K1,3400002549,,1,2025/11/19,2025/11/17,H,31,1000,fashion common,"-43,618.37",CNY,"-43,618.37",CNY,V4,8000,单号： DGFK-202511170172——MLB 10月 华企物流费,,8100743,上海华企快递服务有限公司,,,,,V0813,,,,,,
,21051109,其他应付款_一般,55210135,K1,3400002751,,1,2025/12/10,2025/12/8,H,31,1000,fashion common,"-16,748.86",CNY,"-16,748.86",CNY,V4,8000,单号： DGFK-202512080085——KIDS 店铺11月调拨快递费（华企）,,8100743,上海华企快递服务有限公司,,,,,V0813,,,,,,
,21051109,其他应付款_一般,55210135,K1,3400002840,,1,2025/12/25,2025/12/15,H,31,1000,fashion common,"-54,115.94",CNY,"-54,115.94",CNY,V4,8000,单号： DGFK-202512150153—— MLB 11月 华企物流费,,8100743,上海华企快递服务有限公司,,,,,V0813,,,,,,
,,,,,,,,,,,,,,"-114,483.17",CNY,,,,,,,,上海华企快递服务有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002656,,1,2025/11/27,2025/11/20,H,31,1000,fashion common,"-11,995.59",CNY,"-11,995.59",CNY,V1,8000,单号： DGFK-202511200214——项目CODE：A25-308 项目描述：Mall Ad,,8100116,上海环源广告有限公司,,,,,CU0258,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002974,,1,2025/12/31,2025/12/25,H,31,1000,fashion common,"-27,593.11",CNY,"-27,593.11",CNY,V1,8000,单号： DGFK-202512250272——Dear all，  以上是2025年MLB直营店第四,,8100116,上海环源广告有限公司,,,,,CU0258,,,,,,
,,,,,,,,,,,,,,"-39,588.70",CNY,,,,,,,,上海环源广告有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,8100532,K1,3400002930,,1,2025/12/29,2025/12/16,H,31,1000,fashion common,"-4,303.90",CNY,"-4,303.90",CNY,,8000,单号： DGFK-202512220212——39F会议室ATLANTA智能屏,,8100532,上海今约软件开发有限公司,,,,,V0600,,,,,,
,,,,,,,,,,,,,,"-4,303.90",CNY,,,,,,,,上海今约软件开发有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002823,,1,2025/12/24,2025/12/15,H,31,1000,fashion common,"-67,000.00",CNY,"-67,000.00",CNY,V4,8000,单号： DGFK-202512160156——2025网络安全审计,,8100811,上海钧派信息科技有限公司,,,,,V0872,,,,,,
,,,,,,,,,,,,,,"-67,000.00",CNY,,,,,,,,上海钧派信息科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002971,,1,2025/12/31,2025/12/22,H,31,1000,fashion common,"-53,714.40",CNY,"-53,714.40",CNY,V1,8000,单号： DGFK-202512220216——DX 25Q4 store upgrade费用-酷道,,8100630,上海酷道品牌管理有限公司,,,,,V0682,,,,,,
,21051109,其他应付款_一般,55210131,K1,3400002973,,1,2025/12/31,2025/12/22,H,31,1000,fashion common,"-42,157.98",CNY,"-42,157.98",CNY,V1,8000,单号： DGFK-202512220214——DX 26SS show case 费用-酷道,,8100630,上海酷道品牌管理有限公司,,,,,V0682,,,,,,
,,,,,,,,,,,,,,"-95,872.38",CNY,,,,,,,,上海酷道品牌管理有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210131,K1,3400002567,,1,2025/11/20,2025/11/19,H,31,1000,fashion common,"-372,671.00",CNY,"-372,671.00",CNY,V3,8000,单号： DGFK-202511190209——订货会_DX_2025年10月_决算,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002572,,1,2025/11/20,2025/11/18,H,31,1000,fashion common,"-14,778.00",CNY,"-14,778.00",CNY,**,8000,单号： DGFK-202511180191——维修&撤柜_2025年10月_决算,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,8100154,K1,3400002575,,1,2025/11/24,2025/11/18,H,31,1000,fashion common,"-8,475.00",CNY,"-8,475.00",CNY,,8000,单号： DGFK-202511190200——整改_MLB_25年10月_决算,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110101,K1,3400002743,,1,2025/12/9,2025/12/3,H,31,1000,fashion common,-80.00,CNY,-80.00,CNY,V1,8000,单号： DGFK-202512030037——杨乐Gemini 印刷名片一盒,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,8100154,K1,3400002750,,1,2025/12/10,2025/12/5,H,31,1000,fashion common,"-22,035.00",CNY,"-22,035.00",CNY,,8000,单号： DGFK-202512050066——DX_38F SHOW ROOM_装修决算单【上海匡目,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002901,,1,2025/12/29,2025/12/23,H,31,1000,fashion common,"-2,544.00",CNY,"-2,544.00",CNY,V1,8000,单号： DGFK-202512230237——39楼办公室改建-办公桌+柜子仓储费（6个月）&人工运,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002948,,1,2025/12/30,2025/12/24,H,31,1000,fashion common,"-13,354.00",CNY,"-13,354.00",CNY,V1,8000,单号： DGFK-202512240259——Dear all: 申请部门：KIDS VMD 申请内,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002949,,1,2025/12/30,2025/12/5,H,31,1000,fashion common,"-26,568.00",CNY,"-26,568.00",CNY,V1,8000,单号： DGFK-202512050061——Dear all: 申请部门：KIDS VMD 申请内,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002950,,1,2025/12/30,2025/12/16,H,31,1000,fashion common,"-16,037.00",CNY,"-16,037.00",CNY,V1,8000,单号： DGFK-202512160166——Dear all: 申请部门：KIDS VMD 申请内,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002955,,1,2025/12/31,2025/12/23,H,31,1000,fashion common,"-38,596.80",CNY,"-38,596.80",CNY,V1,8000,单号： DGFK-202512230234——Dear all，  以上是2025年MLB直营店第四,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002957,,1,2025/12/31,2025/12/17,H,31,1000,fashion common,"-13,981.20",CNY,"-13,981.20",CNY,V1,8000,单号： DGFK-202512220199——Dear all，  以上是2025年MLB直营店港汇,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002964,,1,2025/12/31,2025/12/15,H,31,1000,fashion common,"-23,223.50",CNY,"-23,223.50",CNY,V1,8000,单号： DGFK-202512150148—— 本付款为SP店铺开店闭店陈列道具运输和安装费用。合计,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002965,,1,2025/12/31,2025/12/22,H,31,1000,fashion common,"-4,539.00",CNY,"-4,539.00",CNY,V1,8000,单号： DGFK-202512220206——办公室39F DX画面费用,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002975,,1,2025/12/31,2025/12/22,H,31,1000,fashion common,"-39,766.75",CNY,"-39,766.75",CNY,V1,8000,单号： DGFK-202512230232——25FW DX OR店铺道具增补费用,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55210131,K1,3400002976,,1,2025/12/31,2025/12/22,H,31,1000,fashion common,"-97,085.30",CNY,"-97,085.30",CNY,**,8000,单号： DGFK-202512220215——DX 26SS show case费用 - 设计费+道,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,21051109,其他应付款_一般,55110103,K1,3400002978,,1,2025/12/31,2025/12/22,H,31,1000,fashion common,"-83,447.00",CNY,"-83,447.00",CNY,V1,8000,单号： DGFK-202512220217——DX 25Q4 Store upgrade费用 - 匡,,8100154,上海匡目广告有限公司,,,,,CN990,,,,,,
,,,,,,,,,,,,,,"-777,181.55",CNY,,,,,,,,上海匡目广告有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002979,,1,2025/12/31,2025/12/28,H,31,1000,fashion common,"-180,000.00",CNY,"-180,000.00",CNY,V5,8000,单号： DGFK-202512280276——DX旗舰店_开发费（尾款）,,8100742,上海利诚广告有限公司,,,,,V0819,,,,,,
,,,,,,,,,,,,,,"-180,000.00",CNY,,,,,,,,上海利诚广告有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55110101,K1,3400002769,,1,2025/12/11,2025/12/5,H,31,1000,fashion common,"-2,373.00",CNY,"-2,373.00",CNY,V1,8000,单号： DGFK-202512050072——因DX店铺监控拷贝需要，申请采购4个移动硬盘  4T*,,8100084,上海联百商业设备有限公司,,,,,CU0334,,,,,,
,,,,,,,,,,,,,,"-2,373.00",CNY,,,,,,,,上海联百商业设备有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002854,,1,2025/12/26,2025/12/22,H,31,1000,fashion common,"-6,411.00",CNY,"-6,411.00",CNY,V4,8000,单号： DGFK-202512220218——上海凌博-11月微商城销售分佣,,8000015,上海凌博商贸有限公司,,,,,D001,,,,2026/1/9,7000000009,
,,,,,,,,,,,,,,"-6,411.00",CNY,,,,,,,,上海凌博商贸有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,8100838,K1,3400002947,,1,2025/12/30,2025/12/25,H,31,1000,fashion common,"-42,240.00",CNY,"-42,240.00",CNY,,8000,单号： DGFK-202512250271——本次预付款时间为2026年1月9日,,8100838,上海龙华国际酒店管理有限公司西岸美高梅酒店分公司,,,,,V0908,,,,2026/1/9,7000000020,
,,,,,,,,,,,,,,"-42,240.00",CNY,,,,,,,,上海龙华国际酒店管理有限公司西岸美高梅酒店分公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002932,,1,2025/12/29,2025/12/1,H,31,1000,fashion common,"-8,480.00",CNY,"-8,480.00",CNY,V4,8000,单号： DGFK-202512010021——MLB 25FW SHOES CAMPAIGN PLA,,8100367,上海玫函文化传播有限公司,,,,,V0416,,,,,,
,,,,,,,,,,,,,,"-8,480.00",CNY,,,,,,,,上海玫函文化传播有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002667,,1,2025/11/27,2025/11/21,H,31,1000,fashion common,"-120,000.00",CNY,"-120,000.00",CNY,V4,8000,单号： DGFK-202511210232——A25-116 MLB RED&DOUYIN Reta,,8100112,上海玫有文化传播有限公司,,,,,00058,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002887,,1,2025/12/29,2025/12/19,H,31,1000,fashion common,"-120,000.00",CNY,"-120,000.00",CNY,V4,8000,单号： DGFK-202512220213——A25-116 MLB RED&DOUYIN Reta,,8100112,上海玫有文化传播有限公司,,,,,00058,,,,,,
,21051109,其他应付款_一般,55170103,K1,3400002896,,1,2025/12/29,2025/12/24,H,31,1000,fashion common,"-86,920.00",CNY,"-86,920.00",CNY,V4,8000,单号： DGFK-202512250267——A25-116  MLB RED&DOUYIN &双V,,8100112,上海玫有文化传播有限公司,,,,,00058,,,,,,
,,,,,,,,,,,,,,"-326,920.00",CNY,,,,,,,,上海玫有文化传播有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002554,,1,2025/11/19,2025/11/18,H,31,1000,fashion common,"-58,206.00",CNY,"-58,206.00",CNY,V3,8000,单号： DGFK-202511180184——撤柜_2025年10月_决算,,8100585,上海魅艺建筑装饰工程有限公司,,,,,V0655,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002561,,1,2025/11/19,2025/11/18,H,31,1000,fashion common,"-13,189.00",CNY,"-13,189.00",CNY,V3,8000,单号： DGFK-202511180190——维修_2025年10月_决算,,8100585,上海魅艺建筑装饰工程有限公司,,,,,V0655,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002850,,1,2025/12/26,2025/12/17,H,31,1000,fashion common,"-32,155.00",CNY,"-32,155.00",CNY,V3,8000,单号： DGFK-202512170175——F&F_嘉华中心39F样板间_决算,,8100585,上海魅艺建筑装饰工程有限公司,,,,,V0655,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002858,,1,2025/12/26,2025/12/5,H,31,1000,fashion common,"-184,101.00",CNY,"-184,101.00",CNY,V3,8000,单号： DGFK-202512050062——MK_上海 迪士尼_撤柜&ML_上海 迪士尼_整改_决,,8100585,上海魅艺建筑装饰工程有限公司,,,,,V0655,,,,,,
,21051109,其他应付款_一般,8100585,K1,3400002900,,1,2025/12/29,2025/12/5,H,31,1000,fashion common,"-1,104,497.00",CNY,"-1,104,497.00",CNY,V3,8000,单号： DGFK-202512050068——DX_38F SHOW ROOM_装修决算单【上海魅艺,,8100585,上海魅艺建筑装饰工程有限公司,,,,,V0655,,,,,,
,,,,,,,,,,,,,,"-1,392,148.00",CNY,,,,,,,,上海魅艺建筑装饰工程有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210121,K1,3400002722,,1,2025/12/4,2025/12/3,H,31,1000,fashion common,"-190,099.75",CNY,"-190,099.75",CNY,V4,8000,单号： DGFK-202512030045——乙方秒针已按时交付3份月度（7月-9月）DBEI报告和,,8100481,上海秒针网络科技有限公司,,,,,V0554,,,,,,
,,,,,,,,,,,,,,"-190,099.75",CNY,,,,,,,,上海秒针网络科技有限公司,,,,,,,,,,,
,21051109,其他应付款_一般,55210123,K1,3400002926,,1,2025/12/29,2025/12/24,H,31,1000,fashion common,"-4,666.00",CNY,"-4,666.00",CNY,V1,8000,单号： DGFK-202512240261——Adobe全家桶设计软件许可2个 DX设计部1个 DX,,8100055,上海南洋万邦软件技术有限公司,,,,,CU0414,,,,,,
,21051109,其他应付款_一般,55210123,K1,3400002934,,1,2025/12/29,2025/12/22,H,31,1000,fashion common,"-2,333.00",CNY,"-2,333.00",CNY,VZ,8000,单号： DGFK-202512230239——VMD部门申购正版Adobe一套,,8100055,上海南洋万邦软件技术有限公司,,,,,CU0414,,,,,,
,,,,,,,,,,,,,,"-6,999.00",CNY,,,,,,,,上海南洋万邦软件技术有限公司,,,,,,,,,,,
